"Gene Region","UCSC Region","nCpG","Sign","medQval","medBetaCoef","medDelta","cpgs","denominator"
"ZEB2 TSS1500","ZEB2 N_Shelf","1","+","0.00416216771893774","-0.707396786488601","-0.0446984193670117","cg00573770","3"
"EPC2 Body","EPC2 OpenSea","1","+","0.00443157287840365","-0.72650600282502","0.0800648482296012","cg26872780","16"
"KIF5C Body","KIF5C S_Shore","3","+ + +","0.000831371870975557","-1.16470956212559","0.0569868210713191","cg19532257;cg10664112;cg06118384","40"
"NEB Body","NEB OpenSea","1","-","0.00861112239529625","0.539769095416476","-0.0433333320361833","cg12208353","13"
"CACNB4 Body","CACNB4 OpenSea","1","+","0.00974480774716084","-0.602799397436605","0.0750777775539401","cg17023034","26"
"STAM2 Body","STAM2 OpenSea","1","-","0.00906601533897406","0.546199361979833","-0.179254148292229","cg20625334","3"
"ARL6IP6 Body","ARL6IP6 S_Shelf","1","+","0.000527084149056855","-0.585177885476777","0.0503923772137651","cg18811157","8"
"RPRM 3'UTR","RPRM Island","2","+ +","0.00266183872670215","-1.11241339841695","0.0663581543854533","cg26649384;cg27420236","7"
"RPRM 1stExon","RPRM Island","2","+ +","0.00266183872670215","-1.11241339841695","0.0663581543854533","cg26649384;cg27420236","11"
"KCNJ3 1stExon","KCNJ3 Island","1","+","0.00819234782881508","-0.44482728477094","0.0593493345775288","cg12276123","3"
"KCNJ3 5'UTR","KCNJ3 Island","1","+","0.00819234782881508","-0.44482728477094","0.0593493345775288","cg12276123","1"
"GPD2 1stExon","GPD2 Island","2","+ +","0.00279056782401496","-0.999708489730054","0.17224949427773","cg22033586;cg15736127","4"
"GPD2 TSS1500","GPD2 Island","2","+ +","0.00279056782401496","-0.999708489730054","0.17224949427773","cg22033586;cg15736127","11"
"GPD2 5'UTR","GPD2 Island","2","+ +","0.00279056782401496","-0.999708489730054","0.17224949427773","cg22033586;cg15736127","15"
"GALNT5 TSS1500","GALNT5 OpenSea","1","+","0.000510240885838632","-1.0438720205873","0.173382357720363","cg06240690","2"
"GALNT5 TSS200","GALNT5 OpenSea","3","+ + +","0.000648902527357003","-0.714955763589195","0.0902419847091122","cg27582124;cg09726654;cg20469837","3"
"GALNT5 1stExon","GALNT5 OpenSea","2","+ +","0.000668628070804446","-1.0629990288405","0.155322198521216","cg24576425;cg27409015","2"
"GALNT5 5'UTR","GALNT5 OpenSea","2","+ +","0.000668628070804446","-1.0629990288405","0.155322198521216","cg24576425;cg27409015","2"
"ACVR1 1stExon","ACVR1 OpenSea","1","+","0.00432258929904568","-0.883549326494781","0.148844223002456","cg24749947","1"
"ACVR1 5'UTR","ACVR1 OpenSea","1","+","0.00432258929904568","-0.883549326494781","0.148844223002456","cg24749947","12"
"CD302 Body","CD302 N_Shore","1","+","0.000700448327572321","-0.905606899262012","0.123801116612597","cg04735129","7"
"PLA2R1 TSS1500","PLA2R1 S_Shore","2","+ +","0.00260189769749004","-0.83912698409968","0.127013141059727","cg12991125;cg20257553","4"
"DPP4 Body","DPP4 OpenSea","1","-","0.00399143976486353","0.769742011940472","-0.124096723615829","cg15353603","11"
"DPP4 1stExon","DPP4 S_Shore","1","+","0.00385806559031241","-0.576098019823385","0.0359755852171337","cg12335708","4"
"DPP4 5'UTR","DPP4 S_Shore","1","+","0.00385806559031241","-0.576098019823385","0.0359755852171337","cg12335708","4"
"FAP 3'UTR","FAP OpenSea","1","-","0.00505562632957092","0.724193378881063","-0.167877533399315","cg17654970","1"
"FAP 5'UTR","FAP OpenSea","1","+","0.00561457822890321","-0.798666281875124","0.160848556979128","cg04793527","1"
"FAP 1stExon","FAP OpenSea","1","+","0.00561457822890321","-0.798666281875124","0.160848556979128","cg04793527","1"
"FAP TSS200","FAP OpenSea","1","+","0.0020923814390499","-0.8998031196619","0.173615624104085","cg08826839","1"
"KCNH7 1stExon","KCNH7 OpenSea","2","+ +","0.00879375946711632","-0.888719884690706","0.111922505646363","cg14781189;cg10132588","2"
"KCNH7 5'UTR","KCNH7 OpenSea","2","+ +","0.00879375946711632","-0.888719884690706","0.111922505646363","cg14781189;cg10132588","2"
"KCNH7 TSS1500","KCNH7 OpenSea","1","+","0.00168006105929048","-1.00314559150381","0.068708797694474","cg12302070","6"
"FIGN TSS200","FIGN N_Shore","2","+ +","0.00332998180033181","-0.767468404874869","0.137717857909154","cg15259986;cg19156483","3"
"FIGN TSS1500","FIGN N_Shore","1","+","0.0080176081326224","-0.445798785667418","0.0720669081808991","cg10903451","7"
"LRP2 Body","LRP2 N_Shore","1","+","0.00703765067242675","-0.827122439947032","0.0434939325140191","cg02361027","11"
"KLHL23 5'UTR","KLHL23 S_Shore","1","+","0.00338001921632391","-0.601197289528524","0.0483554470601713","cg19821589","18"
"GAD1 5'UTR","GAD1 Island","1","+","0.00776194652451308","-0.822623778809731","0.127770622992131","cg11281641","8"
"GAD1 Body","GAD1 Island","1","+","0.00678085394749836","-0.926735388648286","0.10303810100439","cg15126544","19"
"GORASP2 Body","GORASP2 S_Shore","1","+","0.00394081339964092","-0.801402330924437","0.117336096863656","cg18484299","4"
"GORASP2 3'UTR","GORASP2 OpenSea","1","+","0.00415319301334467","-0.569415555149144","0.0721802058107966","cg15928742","1"
"TLK1 Body","TLK1 OpenSea","1","+","0.00379277976731773","-0.792173666879249","0.0390000008091768","cg24527751","11"
"RAPGEF4 Body","RAPGEF4 S_Shore","3","+ + -","0.00576253366128496","-0.894572906361987","0.0396193777608136","cg25074751;cg10076031;cg03771754","36"
"LOC91149 TSS200","LOC91149 S_Shore","1","+","0.00576253366128496","-0.894572906361987","0.0396193777608136","cg25074751","4"
"LOC91149 TSS1500","LOC91149 S_Shore","1","+","0.00546538404067946","-1.13932222361608","0.11929885615261","cg10076031","3"
"ZAK TSS1500","ZAK N_Shore","2","+ +","0.00254262168556647","-0.692414866489682","0.10680825341425","cg25310182;cg19579160","3"
"SP9 TSS200","SP9 Island","1","+","0.00634473279946368","-1.56235077075962","0.157526564080944","cg03181248","6"
"SP9 Body","SP9 Island","1","+","1.24881337320022e-05","-1.27395733688207","0.10565763478794","cg00153110","6"
"WIPF1 5'UTR","WIPF1 OpenSea","3","- - -","0.00310292334864472","0.716018678765141","-0.13863326411997","cg26707646;cg17825400;cg10037068","28"
"WIPF1 TSS1500","WIPF1 OpenSea","2","- -","0.00308136948556972","0.731917955383304","-0.154654516218669","cg17825400;cg10037068","6"
"EVX2 Body","EVX2 Island","1","+","0.000894511199252703","-1.3145047157615","0.103823694511492","cg14715696","11"
"HOXD13 TSS1500","HOXD13 Island","1","+","0.0073422578968955","-0.806462157093105","0.0152252703903103","cg21384645","7"
"HOXD13 1stExon","HOXD13 Island","1","+","0.00508256778593701","-1.02186799723581","-0.0066928311211587","cg07175883","3"
"HOXD11 1stExon","HOXD11 N_Shore","1","+","0.00694545429392536","-0.813904400774189","0.0578424487301215","cg24561661","4"
"MIR548N Body","MIR548N N_Shore","2","+ +","0.00503407505652132","-0.557360513614136","0.0653136588269443","cg03808674;cg00460704","88"
"PRKRA Body","PRKRA N_Shore","1","+","0.00295467194278532","-0.684674188718445","0.116911203868315","cg00460704","13"
"DFNB59 TSS1500","DFNB59 N_Shore","1","+","0.00295467194278532","-0.684674188718445","0.116911203868315","cg00460704","10"
"TTN Body","TTN OpenSea","1","-","0.000831371870975557","0.49518161213181","0.0255213669431214","cg20701897","27"
"NEUROD1 Body","NEUROD1 OpenSea","1","+","0.00327477575951095","-1.34803356993066","0.0397777513234565","cg16640855","3"
"NEUROD1 TSS200","NEUROD1 N_Shelf","2","+ +","0.000508899296508874","-1.0063234589661","0.0513770674956291","cg06963053;cg08327269","6"
"NEUROD1 TSS1500","NEUROD1 N_Shelf","1","+","0.00891116388858231","-0.709672252578214","0.0719497514860655","cg09942248","4"
"GULP1 5'UTR","GULP1 OpenSea","2","- -","0.00516702704621259","0.683571088394396","-0.0876366247401928","cg10081941;cg19475988","22"
"GULP1 Body","GULP1 OpenSea","1","-","0.00355737578869873","0.645351064091332","-0.109437368088787","cg16947583","7"
"COL5A2 TSS200","COL5A2 OpenSea","2","+ +","0.0058863547804106","-1.04239580807357","0.0490659812517604","cg22774472;cg10765212","2"
"WDR75 Body","WDR75 S_Shelf","1","-","0.00469443100187075","0.66505482708104","-0.0824599655654893","cg09775648","7"
"ANKAR Body","ANKAR S_Shore","1","+","0.00681690740675016","-0.651075169008702","0.0991141939058561","cg12918604","3"
"STAT1 5'UTR","STAT1 N_Shore","1","-","0.00998603478073258","0.750110894457523","-0.0379546075399465","cg00676801","7"
"TMEFF2 TSS200","TMEFF2 Island","1","+","0.00134269794058705","-1.75465514606074","0.054075914498803","cg06008912","2"
"STK17B 5'UTR","STK17B N_Shelf","1","-","0.00963446666528507","0.702567255227776","-0.149898916916679","cg14462124","7"
"HECW2 5'UTR","HECW2 OpenSea","1","-","0.00213225680750084","0.677942795520378","-0.0645003961614874","cg23490246","6"
"HECW2 TSS1500","HECW2 Island","1","+","0.00974480774716084","-0.425821871595248","0.0522443153425796","cg00510111","7"
"BOLL 3'UTR","BOLL OpenSea","1","+","0.00614120722267538","-0.568611512317254","0.150677503269642","cg18267436","1"
"BOLL TSS200","BOLL Island","3","+ + +","0.000182129298611397","-1.50643759243308","0.125727519567254","cg05783139;cg13356896;cg07495363","6"
"BOLL TSS1500","BOLL Island","4","+ + + +","0.000305642840160791","-1.48987406536361","0.107781979105975","cg05783139;cg13356896;cg07495363;cg00926400","10"
"SPATS2L TSS200","SPATS2L N_Shore","3","+ + +","0.00407919548337294","-0.708335583202073","0.0916035882481854","cg03997390;cg18609578;cg08153883","11"
"SPATS2L 5'UTR","SPATS2L N_Shore","3","+ + +","0.00407919548337294","-0.708335583202073","0.0916035882481854","cg03997390;cg18609578;cg08153883","27"
"SPATS2L 1stExon","SPATS2L N_Shore","3","+ + +","0.00407919548337294","-0.708335583202073","0.0916035882481854","cg03997390;cg18609578;cg08153883","9"
"SPATS2L TSS1500","SPATS2L N_Shore","3","+ + +","0.00407919548337294","-0.708335583202073","0.0916035882481854","cg03997390;cg18609578;cg08153883","9"
"SPATS2L Body","SPATS2L OpenSea","1","-","0.00247664250728402","0.731887052821313","-0.108457591714098","cg04945753","14"
"AOX1 TSS1500","AOX1 N_Shore","1","+","0.00650710722317225","-0.808453761382727","0.129225789210527","cg04380340","3"
"CASP8 5'UTR","CASP8 OpenSea","1","-","0.000928769634677146","0.601234759119513","-0.0906629241139817","cg25073137","18"
"CASP8 Body","CASP8 OpenSea","1","-","0.000928769634677146","0.601234759119513","-0.0906629241139817","cg25073137","7"
"CASP8 TSS1500","CASP8 OpenSea","1","-","0.000928769634677146","0.601234759119513","-0.0906629241139817","cg25073137","13"
"TRAK2 5'UTR","TRAK2 N_Shelf","1","-","4.55173979398292e-05","1.05538554924757","-0.0557119896043766","cg18786374","11"
"STRADB Body","STRADB OpenSea","1","-","0.00206149970114987","0.759678188373538","-0.0320488943444391","cg16099404","3"
"MPP4 5'UTR","MPP4 OpenSea","1","+","0.00948952558539517","-0.60801027016981","0.109551508441123","cg19494818","3"
"CD28 TSS200","CD28 OpenSea","1","-","0.00361406247186846","0.741153512514721","-0.141517258249759","cg02099418","1"
"CD28 5'UTR","CD28 OpenSea","1","-","0.00327270144010594","0.932679113723231","-0.138708601815045","cg04098585","2"
"CD28 1stExon","CD28 OpenSea","1","-","0.00327270144010594","0.932679113723231","-0.138708601815045","cg04098585","2"
"PARD3B Body","PARD3B OpenSea","1","-","0.00423128952351908","0.82531466156739","-0.0908549178473111","cg07698102","53"
"KLF7 Body","KLF7 OpenSea","1","+","0.00110181644669979","-1.06741313068184","0.15291900425368","cg12251895","19"
"PLEKHM3 3'UTR","PLEKHM3 OpenSea","1","-","0.00199724945308061","0.672275993188734","-0.0575472679821994","cg22329743","9"
"MAP2 5'UTR","MAP2 OpenSea","1","-","0.000695518453778066","0.70378960403369","-0.0209646154360293","cg01218350","18"
"UNC80 1stExon","UNC80 Island","1","+","0.00379277976731773","-0.81260604625458","0.108135925436921","cg01082843","3"
"ACADL 5'UTR","ACADL Island","2","+ +","0.00533060838715851","-1.18508769240076","0.162381638397863","cg04529066;cg09068528","2"
"ACADL 1stExon","ACADL Island","2","+ +","0.00533060838715851","-1.18508769240076","0.162381638397863","cg04529066;cg09068528","2"
"LANCL1 Body","LANCL1 N_Shelf","1","+","0.00731388405537513","-0.590374003836304","0.0284220336428729","cg10447327","2"
"IKZF2 3'UTR","IKZF2 OpenSea","1","-","0.00156025584605638","0.479106677964047","0.0318483819440173","cg15488457","1"
"FN1 Body","FN1 OpenSea","3","- + +","0.00376069617072202","-0.847931418396064","0.0372113500211741","cg21494132;cg07118895;cg26355811","20"
"MREG Body","MREG OpenSea","1","-","0.0045930125555791","0.615245801791706","-0.01823280152733","cg22877504","8"
"MARCH4 5'UTR","MARCH4 Island","1","+","0.000846397831154348","-0.964265762987397","0.0152194584562818","cg04749646","5"
"MARCH4 1stExon","MARCH4 Island","1","+","0.000846397831154348","-0.964265762987397","0.0152194584562818","cg04749646","5"
"IGFBP2 Body","IGFBP2 OpenSea","1","+","0.00159695895739575","-0.793498418570095","0.142252983340034","cg17033080","14"
"IGFBP5 3'UTR","IGFBP5 OpenSea","1","-","0.00488963613154752","0.699299595923354","-0.0530557480224312","cg19269530","7"
"IGFBP5 TSS200","IGFBP5 S_Shore","1","+","0.0076372510509575","-0.730397880133033","0.0684498342487195","cg20419545","5"
"DIRC3 Body","DIRC3 OpenSea","4","- + - -","0.00485716542662993","0.599876564314676","-0.111112670904237","cg15912082;cg01821113;cg14538944;cg20103054","51"
"CXCR2 TSS1500","CXCR2 OpenSea","1","+","0.00933234856589158","-0.546532893767489","0.0197348638811273","cg19225688","5"
"CXCR2 1stExon","CXCR2 OpenSea","1","+","0.00933234856589158","-0.546532893767489","0.0197348638811273","cg19225688","2"
"CXCR2 5'UTR","CXCR2 OpenSea","1","+","0.00933234856589158","-0.546532893767489","0.0197348638811273","cg19225688","7"
"CXCR1 1stExon","CXCR1 OpenSea","1","-","0.00295699042139837","0.840976960795032","-0.160073259276662","cg20025658","1"
"CXCR1 5'UTR","CXCR1 OpenSea","1","-","0.00295699042139837","0.840976960795032","-0.160073259276662","cg20025658","7"
"CXCR1 TSS200","CXCR1 OpenSea","1","-","0.00675079509465974","0.584466372711268","-0.107948277740693","cg18956547","1"
"CXCR1 TSS1500","CXCR1 OpenSea","1","-","0.00884038483800549","0.645093902425769","-0.0880414681541398","cg21004129","4"
"CTDSP1 Body","CTDSP1 S_Shore","2","+ +","0.00448595397632243","-0.508736028659831","0.100347210991488","cg19223411;cg14045814","12"
"MIR26B TSS200","MIR26B S_Shore","2","+ +","0.00448595397632243","-0.508736028659831","0.100347210991488","cg19223411;cg14045814","3"
"CYP27A1 Body","CYP27A1 S_Shore","1","+","0.000456006762208401","-1.1060159038964","0.0674491864517397","cg26104932","5"
"PRKAG3 TSS1500","PRKAG3 OpenSea","1","-","0.00191033106884174","0.663592621737103","-0.0944563041851222","cg09244100","2"
"CDK5R2 TSS200","CDK5R2 Island","2","+ +","0.00311598873593903","-0.719211971884751","0.121454732957685","cg16531271;cg14910495","5"
"CDK5R2 5'UTR","CDK5R2 Island","1","+","0.000466874553930704","-1.05135297072235","0.0443177689188787","cg15442811","1"
"CDK5R2 1stExon","CDK5R2 Island","3","+ + +","0.000466874553930704","-1.05135297072235","0.0443177689188787","cg15442811;cg01920829;cg04778271","11"
"FEV Body","FEV Island","3","+ + +","0.00119674854833687","-1.41153589670887","0.0874322492612483","cg23108709;cg01157126;cg24562066","13"
"CCDC108 TSS200","CCDC108 Island","1","+","3.96788156409487e-06","-1.28272783530704","0.1570167882334","cg24521848","6"
"IHH TSS200","IHH Island","4","+ + + +","0.00306190094346658","-0.663751828758987","0.0383315918444412","cg17178336;cg12565637;cg08957652;cg07045816","6"
"STK16 Body","STK16 S_Shore","1","-","0.00741383438310553","0.744319510681348","-0.157191430105439","cg08098128","7"
"SPEG Body","SPEG OpenSea","2","+ +","0.00600249979634382","-0.605609270128421","0.131933981081264","cg20398132;cg07974504","56"
"OBSL1 Body","OBSL1 Island","1","-","0.00158464057148407","0.775395892797332","-0.155499650651962","cg03046424","40"
"PAX3 Body","PAX3 Island","2","+ +","0.00410225438069827","-1.04745037109348","0.0804249000532257","cg02347074;cg11912765","39"
"ACSL3 TSS1500","ACSL3 N_Shore","1","+","0.0045621405688201","-0.898547635773014","0.1732755348054","cg23325384","3"
"WDFY1 Body","WDFY1 Island","1","+","0.00194007520316835","-0.781451714172426","0.0488089486270228","cg16234907","11"
"DOCK10 Body","DOCK10 N_Shore","1","+","0.00271756565465731","-1.42602947235805","0.0811685877434525","cg04318855","17"
"RHBDD1 Body","RHBDD1 OpenSea","1","-","0.00345522444360687","0.590166218883106","-0.101879005406366","cg10073571","8"
"SPHKAP Body","SPHKAP N_Shore","3","+ + +","0.00349331506970733","-0.99467494035901","0.125299883993046","cg12001304;cg22190437;cg24333629","12"
"PID1 5'UTR","PID1 Island","1","+","0.00640508610970581","-0.521225994094649","0.0612444632690208","cg26112014","6"
"PID1 1stExon","PID1 Island","1","+","0.00640508610970581","-0.521225994094649","0.0612444632690208","cg26112014","4"
"SP140 Body","SP140 OpenSea","1","-","0.00388509405312426","0.930127654392203","-0.127755162782746","cg05564251","2"
"ITM2C Body","ITM2C OpenSea","1","-","0.00120159747708679","1.04209108642615","-0.129770770421808","cg02231590","17"
"DGKD Body","DGKD OpenSea","2","+ +","0.00232975450783876","-0.776783122439","0.120509709412858","cg26139949;cg25107522","47"
"DGKD TSS1500","DGKD OpenSea","1","+","0.00307723783587289","-0.813208194112225","0.0913275572923122","cg26139949","6"
"MSL3L2 TSS200","MSL3L2 Island","1","+","0.00207066343047907","-0.51536523212612","0.0669042018151535","cg03146452","3"
"SH3BP4 5'UTR","SH3BP4 OpenSea","1","-","0.00220214747874035","0.593881464329815","-0.0826492388122591","cg23081527","47"
"AGAP1 Body","AGAP1 OpenSea","4","- - - -","0.00333296295204296","0.521073692842419","-0.0991343647777804","cg16096063;cg02878739;cg21845052;cg11007962","292"
"IQCA1 Body","IQCA1 OpenSea","1","-","0.000610305466757348","0.680720878744156","-0.102925791113484","cg22866121","15"
"IQCA1 TSS1500","IQCA1 Island","1","+","0.00328046293436402","-1.35101333353764","-0.00389862257235252","cg17397592","4"
"MLPH Body","MLPH OpenSea","1","-","0.00484101426913736","0.465989487310675","-0.0102522645763604","cg00745486","15"
"KLHL30 Body","KLHL30 N_Shore","1","-","0.00735940970369117","0.489888056982837","-0.0373145436673768","cg14425914","14"
"HDAC4 5'UTR","HDAC4 OpenSea","2","- +","0.00172576652858351","0.0076567616903605","-0.0245563135973078","cg06398474;cg02708956","55"
"KIF1A Body","KIF1A OpenSea","1","-","0.00666631083067631","0.386487762510058","0.0208391653180882","cg18827934","34"
